senario,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
49,4,8.0,17.0,suv,54,41.0,24.0,11,0
49,5,10.0,19.0,suv,54,20.0,11.0,11,0
49,6,10.0,17.0,small,16,41.0,16.0,11,0
49,7,9.0,16.0,truck,70,12.0,10.0,11,0
49,8,8.0,21.0,truck,70,45.0,37.0,11,0
49,9,10.0,17.0,sedan,24,47.0,20.0,11,0
49,10,7.0,17.0,truck,70,43.0,35.0,11,0
50,1,8.0,17.0,small,16,51.0,16,11,0
50,2,8.0,21.0,truck,70,43.0,35.0,11,0
50,3,7.0,16.0,sedan,24,34.0,15.0,11,0
50,4,8.0,22.0,suv,54,31.0,18.0,11,0
50,5,6.0,20.0,small,16,41.0,16.0,11,0
50,6,8.0,17.0,truck,70,45.0,37.0,11,0
50,7,6.0,19.0,small,16,53.0,16,11,0
50,8,9.0,17.0,truck,70,52.0,43.0,11,0
50,9,7.0,19.0,truck,70,35.0,29.0,11,0
50,10,10.0,19.0,sedan,24,29.0,12.0,11,0
51,1,9.0,16.0,suv,54,41.0,24.0,11,0
51,2,7.0,21.0,small,16,12.0,5.0,11,0
51,3,11.0,21.0,truck,70,32.0,26.0,11,0
51,4,7.0,16.0,small,16,14.0,5.0,11,0
51,5,9.0,21.0,small,16,29.0,11.0,11,0
51,6,11.0,19.0,small,16,41.0,16.0,11,0
51,7,7.0,17.0,suv,54,37.0,21.0,11,0
51,8,8.0,18.0,suv,54,61.0,35.0,11,0
51,9,10.0,19.0,truck,70,59.0,48.0,11,0
51,10,9.0,18.0,suv,54,48.0,28.0,11,0
52,1,9.0,21.0,sedan,24,52.0,22.0,11,0
52,2,9.0,17.0,suv,54,39.0,22.0,11,0
52,3,7.0,15.0,suv,54,87.0,50.0,11,0
52,4,8.0,16.0,sedan,24,39.0,17.0,11,0
52,5,8.0,17.0,sedan,24,53.0,23.0,11,0
52,6,9.0,19.0,sedan,24,24.0,10.0,11,0
52,7,10.0,20.0,suv,54,32.0,18.0,11,0
52,8,7.0,20.0,sedan,24,39.0,17.0,11,0
52,9,7.0,21.0,suv,54,55.0,32.0,11,0
52,10,10.0,16.0,small,16,33.0,13.0,11,0
53,1,7.0,20.0,sedan,24,51.0,22.0,11,0
53,2,10.0,20.0,suv,54,6.0,3.0,11,0
53,3,9.0,16.0,truck,70,42.0,34.0,11,0
53,4,11.0,22.0,truck,70,74.0,61.0,11,0
53,5,7.0,18.0,small,16,32.0,12.0,NAN,0
53,6,8.0,21.0,sedan,24,42.0,18.0,11,0
53,7,6.0,15.0,suv,54,37.0,21.0,11,0
53,8,10.0,19.0,small,16,57.0,16,11,0
53,9,8.0,15.0,sedan,24,39.0,17.0,11,0
53,10,6.0,15.0,sedan,24,23.0,10.0,11,0
54,1,10.0,17.0,suv,54,17.0,10.0,11,0
54,2,7.0,16.0,sedan,24,60.0,24,11,0
54,3,10.0,15.0,suv,54,39.0,22.0,11,0
54,4,8.0,19.0,sedan,24,27.0,12.0,11,0
54,5,10.0,16.0,truck,70,65.0,53.0,11,0
54,6,9.0,16.0,truck,70,38.0,31.0,NAN,0
54,7,9.0,19.0,sedan,24,15.0,6.0,11,0
54,8,7.0,18.0,truck,70,45.0,37.0,11,0
54,9,11.0,21.0,suv,54,80.0,46.0,11,0
54,10,7.0,21.0,truck,70,66.0,54.0,11,0
55,1,10.0,16.0,sedan,24,45.0,19.0,20,0
55,2,8.0,17.0,small,16,45.0,16,20,0
55,3,9.0,16.0,sedan,24,26.0,11.0,11,0
55,4,10.0,21.0,sedan,24,60.0,24,11,0
55,5,9.0,17.0,sedan,24,32.0,14.0,20,0
55,6,10.0,21.0,suv,54,22.0,13.0,20,0
55,7,10.0,17.0,small,16,40.0,15.0,11,0
55,8,9.0,18.0,sedan,24,59.0,24,20,0
55,9,7.0,16.0,sedan,24,49.0,21.0,11,0
55,10,6.0,21.0,suv,54,53.0,30.0,20,0
56,1,10.0,19.0,suv,54,25.0,14.0,11,0
56,2,6.0,19.0,sedan,24,39.0,17.0,11,0
56,3,8.0,15.0,sedan,24,59.0,24,NAN,0
56,4,8.0,22.0,suv,54,53.0,30.0,11,0
56,5,10.0,17.0,small,16,43.0,16,11,0
56,6,8.0,19.0,sedan,24,50.0,21.0,11,0
56,7,6.0,16.0,small,16,19.0,7.0,11,0
56,8,11.0,16.0,suv,54,58.0,33.0,11,0
56,9,7.0,17.0,truck,70,29.0,24.0,11,0
56,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
57,1,10.0,19.0,suv,54,25.0,14.0,11,0
57,2,6.0,19.0,sedan,24,39.0,17.0,11,0
57,3,8.0,15.0,sedan,24,59.0,24,NAN,0
57,4,8.0,22.0,suv,54,53.0,30.0,11,0
57,5,10.0,17.0,small,16,43.0,16,11,0
57,6,8.0,19.0,sedan,24,50.0,21.0,11,0
57,7,6.0,16.0,small,16,19.0,7.0,11,0
57,8,11.0,16.0,suv,54,58.0,33.0,11,0
57,9,7.0,17.0,truck,70,29.0,24.0,11,0
57,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
58,1,10.0,19.0,suv,54,25.0,14.0,11,0
58,2,6.0,19.0,sedan,24,39.0,17.0,11,0
58,3,8.0,15.0,sedan,24,59.0,24,NAN,0
58,4,8.0,22.0,suv,54,53.0,30.0,11,0
58,5,10.0,17.0,small,16,43.0,16,11,0
58,6,8.0,19.0,sedan,24,50.0,21.0,11,0
58,7,6.0,16.0,small,16,19.0,7.0,11,0
58,8,11.0,16.0,suv,54,58.0,33.0,11,0
58,9,7.0,17.0,truck,70,29.0,24.0,11,0
58,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
59,1,10.0,19.0,suv,54,25.0,14.0,11,0
59,2,6.0,19.0,sedan,24,39.0,17.0,11,0
59,3,8.0,15.0,sedan,24,59.0,24,NAN,0
59,4,8.0,22.0,suv,54,53.0,30.0,11,0
59,5,10.0,17.0,small,16,43.0,16,11,0
59,6,8.0,19.0,sedan,24,50.0,21.0,11,0
59,7,6.0,16.0,small,16,19.0,7.0,11,0
59,8,11.0,16.0,suv,54,58.0,33.0,11,0
59,9,7.0,17.0,truck,70,29.0,24.0,11,0
59,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
60,1,10.0,19.0,suv,54,25.0,14.0,11,0
60,2,6.0,19.0,sedan,24,39.0,17.0,11,0
60,3,8.0,15.0,sedan,24,59.0,24,NAN,0
60,4,8.0,22.0,suv,54,53.0,30.0,11,0
60,5,10.0,17.0,small,16,43.0,16,11,0
60,6,8.0,19.0,sedan,24,50.0,21.0,11,0
60,7,6.0,16.0,small,16,19.0,7.0,11,0
60,8,11.0,16.0,suv,54,58.0,33.0,11,0
60,9,7.0,17.0,truck,70,29.0,24.0,11,0
60,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
61,1,10.0,19.0,suv,54,25.0,14.0,11,0
61,2,6.0,19.0,sedan,24,39.0,17.0,11,0
61,3,8.0,15.0,sedan,24,59.0,24,NAN,0
61,4,8.0,22.0,suv,54,53.0,30.0,11,0
61,5,10.0,17.0,small,16,43.0,16,11,0
61,6,8.0,19.0,sedan,24,50.0,21.0,11,0
61,7,6.0,16.0,small,16,19.0,7.0,11,0
61,8,11.0,16.0,suv,54,58.0,33.0,11,0
61,9,7.0,17.0,truck,70,29.0,24.0,11,0
61,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
62,1,10.0,19.0,suv,54,25.0,14.0,11,0
62,2,6.0,19.0,sedan,24,39.0,17.0,11,0
62,3,8.0,15.0,sedan,24,59.0,24,NAN,0
62,4,8.0,22.0,suv,54,53.0,30.0,11,0
62,5,10.0,17.0,small,16,43.0,16,11,0
62,6,8.0,19.0,sedan,24,50.0,21.0,11,0
62,7,6.0,16.0,small,16,19.0,7.0,11,0
62,8,11.0,16.0,suv,54,58.0,33.0,11,0
62,9,7.0,17.0,truck,70,29.0,24.0,11,0
62,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
63,1,10.0,19.0,suv,54,25.0,14.0,11,0
63,2,6.0,19.0,sedan,24,39.0,17.0,11,0
63,3,8.0,15.0,sedan,24,59.0,24,NAN,0
63,4,8.0,22.0,suv,54,53.0,30.0,11,0
63,5,10.0,17.0,small,16,43.0,16,11,0
63,6,8.0,19.0,sedan,24,50.0,21.0,11,0
63,7,6.0,16.0,small,16,19.0,7.0,11,0
63,8,11.0,16.0,suv,54,58.0,33.0,11,0
63,9,7.0,17.0,truck,70,29.0,24.0,11,0
63,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
64,1,10.0,19.0,suv,54,25.0,14.0,11,0
64,2,6.0,19.0,sedan,24,39.0,17.0,11,0
64,3,8.0,15.0,sedan,24,59.0,24,NAN,0
64,4,8.0,22.0,suv,54,53.0,30.0,11,0
64,5,10.0,17.0,small,16,43.0,16,11,0
64,6,8.0,19.0,sedan,24,50.0,21.0,11,0
64,7,6.0,16.0,small,16,19.0,7.0,11,0
64,8,11.0,16.0,suv,54,58.0,33.0,11,0
64,9,7.0,17.0,truck,70,29.0,24.0,11,0
64,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
65,1,10.0,19.0,suv,54,25.0,14.0,11,0
65,2,6.0,19.0,sedan,24,39.0,17.0,11,0
65,3,8.0,15.0,sedan,24,59.0,24,NAN,0
65,4,8.0,22.0,suv,54,53.0,30.0,11,0
65,5,10.0,17.0,small,16,43.0,16,11,0
65,6,8.0,19.0,sedan,24,50.0,21.0,11,0
65,7,6.0,16.0,small,16,19.0,7.0,11,0
65,8,11.0,16.0,suv,54,58.0,33.0,11,0
65,9,7.0,17.0,truck,70,29.0,24.0,11,0
65,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
66,1,10.0,19.0,suv,54,25.0,14.0,11,0
66,2,6.0,19.0,sedan,24,39.0,17.0,11,0
66,3,8.0,15.0,sedan,24,59.0,24,NAN,0
66,4,8.0,22.0,suv,54,53.0,30.0,11,0
66,5,10.0,17.0,small,16,43.0,16,11,0
66,6,8.0,19.0,sedan,24,50.0,21.0,11,0
66,7,6.0,16.0,small,16,19.0,7.0,11,0
66,8,11.0,16.0,suv,54,58.0,33.0,11,0
66,9,7.0,17.0,truck,70,29.0,24.0,11,0
66,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
67,1,10.0,19.0,suv,54,25.0,14.0,11,0
67,2,6.0,19.0,sedan,24,39.0,17.0,11,0
67,3,8.0,15.0,sedan,24,59.0,24,NAN,0
67,4,8.0,22.0,suv,54,53.0,30.0,11,0
67,5,10.0,17.0,small,16,43.0,16,11,0
67,6,8.0,19.0,sedan,24,50.0,21.0,11,0
67,7,6.0,16.0,small,16,19.0,7.0,11,0
67,8,11.0,16.0,suv,54,58.0,33.0,11,0
67,9,7.0,17.0,truck,70,29.0,24.0,11,0
67,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
68,1,10.0,19.0,suv,54,25.0,14.0,11,0
68,2,6.0,19.0,sedan,24,39.0,17.0,11,0
68,3,8.0,15.0,sedan,24,59.0,24,NAN,0
68,4,8.0,22.0,suv,54,53.0,30.0,11,0
68,5,10.0,17.0,small,16,43.0,16,11,0
68,6,8.0,19.0,sedan,24,50.0,21.0,11,0
68,7,6.0,16.0,small,16,19.0,7.0,11,0
68,8,11.0,16.0,suv,54,58.0,33.0,11,0
68,9,7.0,17.0,truck,70,29.0,24.0,11,0
68,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
69,1,10.0,19.0,suv,54,25.0,14.0,11,0
69,2,6.0,19.0,sedan,24,39.0,17.0,11,0
69,3,8.0,15.0,sedan,24,59.0,24,NAN,0
69,4,8.0,22.0,suv,54,53.0,30.0,11,0
69,5,10.0,17.0,small,16,43.0,16,11,0
69,6,8.0,19.0,sedan,24,50.0,21.0,11,0
69,7,6.0,16.0,small,16,19.0,7.0,11,0
69,8,11.0,16.0,suv,54,58.0,33.0,11,0
69,9,7.0,17.0,truck,70,29.0,24.0,11,0
69,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
70,1,10.0,19.0,suv,54,25.0,14.0,11,0
70,2,6.0,19.0,sedan,24,39.0,17.0,11,0
70,3,8.0,15.0,sedan,24,59.0,24,NAN,0
70,4,8.0,22.0,suv,54,53.0,30.0,11,0
70,5,10.0,17.0,small,16,43.0,16,11,0
70,6,8.0,19.0,sedan,24,50.0,21.0,11,0
70,7,6.0,16.0,small,16,19.0,7.0,11,0
70,8,11.0,16.0,suv,54,58.0,33.0,11,0
70,9,7.0,17.0,truck,70,29.0,24.0,11,0
70,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
71,1,10.0,19.0,suv,54,25.0,14.0,11,0
71,2,6.0,19.0,sedan,24,39.0,17.0,11,0
71,3,8.0,15.0,sedan,24,59.0,24,NAN,0
71,4,8.0,22.0,suv,54,53.0,30.0,11,0
71,5,10.0,17.0,small,16,43.0,16,11,0
71,6,8.0,19.0,sedan,24,50.0,21.0,11,0
71,7,6.0,16.0,small,16,19.0,7.0,11,0
71,8,11.0,16.0,suv,54,58.0,33.0,11,0
71,9,7.0,17.0,truck,70,29.0,24.0,11,0
71,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
72,1,10.0,19.0,suv,54,25.0,14.0,11,0
72,2,6.0,19.0,sedan,24,39.0,17.0,11,0
72,3,8.0,15.0,sedan,24,59.0,24,NAN,0
72,4,8.0,22.0,suv,54,53.0,30.0,11,0
72,5,10.0,17.0,small,16,43.0,16,11,0
72,6,8.0,19.0,sedan,24,50.0,21.0,11,0
72,7,6.0,16.0,small,16,19.0,7.0,11,0
72,8,11.0,16.0,suv,54,58.0,33.0,11,0
72,9,7.0,17.0,truck,70,29.0,24.0,11,0
72,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
73,1,10.0,19.0,suv,54,25.0,14.0,11,0
73,2,6.0,19.0,sedan,24,39.0,17.0,11,0
73,3,8.0,15.0,sedan,24,59.0,24,NAN,0
73,4,8.0,22.0,suv,54,53.0,30.0,11,0
73,5,10.0,17.0,small,16,43.0,16,11,0
73,6,8.0,19.0,sedan,24,50.0,21.0,11,0
73,7,6.0,16.0,small,16,19.0,7.0,11,0
73,8,11.0,16.0,suv,54,58.0,33.0,11,0
73,9,7.0,17.0,truck,70,29.0,24.0,11,0
73,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
74,1,10.0,19.0,suv,54,25.0,14.0,11,0
74,2,6.0,19.0,sedan,24,39.0,17.0,11,0
74,3,8.0,15.0,sedan,24,59.0,24,NAN,0
74,4,8.0,22.0,suv,54,53.0,30.0,11,0
74,5,10.0,17.0,small,16,43.0,16,11,0
74,6,8.0,19.0,sedan,24,50.0,21.0,11,0
74,7,6.0,16.0,small,16,19.0,7.0,11,0
74,8,11.0,16.0,suv,54,58.0,33.0,11,0
74,9,7.0,17.0,truck,70,29.0,24.0,11,0
74,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
75,1,10.0,19.0,suv,54,25.0,14.0,11,0
75,2,6.0,19.0,sedan,24,39.0,17.0,11,0
75,3,8.0,15.0,sedan,24,59.0,24,NAN,0
75,4,8.0,22.0,suv,54,53.0,30.0,11,0
75,5,10.0,17.0,small,16,43.0,16,11,0
75,6,8.0,19.0,sedan,24,50.0,21.0,11,0
75,7,6.0,16.0,small,16,19.0,7.0,11,0
75,8,11.0,16.0,suv,54,58.0,33.0,11,0
75,9,7.0,17.0,truck,70,29.0,24.0,11,0
75,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
76,1,10.0,19.0,suv,54,25.0,14.0,11,0
76,2,6.0,19.0,sedan,24,39.0,17.0,11,0
76,3,8.0,15.0,sedan,24,59.0,24,NAN,0
76,4,8.0,22.0,suv,54,53.0,30.0,11,0
76,5,10.0,17.0,small,16,43.0,16,11,0
76,6,8.0,19.0,sedan,24,50.0,21.0,11,0
76,7,6.0,16.0,small,16,19.0,7.0,11,0
76,8,11.0,16.0,suv,54,58.0,33.0,11,0
76,9,7.0,17.0,truck,70,29.0,24.0,11,0
76,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
77,1,10.0,19.0,suv,54,25.0,14.0,11,0
77,2,6.0,19.0,sedan,24,39.0,17.0,11,0
77,3,8.0,15.0,sedan,24,59.0,24,NAN,0
77,4,8.0,22.0,suv,54,53.0,30.0,11,0
77,5,10.0,17.0,small,16,43.0,16,11,0
77,6,8.0,19.0,sedan,24,50.0,21.0,11,0
77,7,6.0,16.0,small,16,19.0,7.0,11,0
77,8,11.0,16.0,suv,54,58.0,33.0,11,0
77,9,7.0,17.0,truck,70,29.0,24.0,11,0
77,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
78,1,10.0,19.0,suv,54,25.0,14.0,11,0
78,2,6.0,19.0,sedan,24,39.0,17.0,11,0
78,3,8.0,15.0,sedan,24,59.0,24,NAN,0
78,4,8.0,22.0,suv,54,53.0,30.0,11,0
78,5,10.0,17.0,small,16,43.0,16,11,0
78,6,8.0,19.0,sedan,24,50.0,21.0,11,0
78,7,6.0,16.0,small,16,19.0,7.0,11,0
78,8,11.0,16.0,suv,54,58.0,33.0,11,0
78,9,7.0,17.0,truck,70,29.0,24.0,11,0
78,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
79,1,10.0,19.0,suv,54,25.0,14.0,11,0
79,2,6.0,19.0,sedan,24,39.0,17.0,11,0
79,3,8.0,15.0,sedan,24,59.0,24,NAN,0
79,4,8.0,22.0,suv,54,53.0,30.0,11,0
79,5,10.0,17.0,small,16,43.0,16,11,0
79,6,8.0,19.0,sedan,24,50.0,21.0,11,0
79,7,6.0,16.0,small,16,19.0,7.0,11,0
79,8,11.0,16.0,suv,54,58.0,33.0,11,0
79,9,7.0,17.0,truck,70,29.0,24.0,11,0
79,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
80,1,10.0,19.0,suv,54,25.0,14.0,11,0
80,2,6.0,19.0,sedan,24,39.0,17.0,11,0
80,3,8.0,15.0,sedan,24,59.0,24,NAN,0
80,4,8.0,22.0,suv,54,53.0,30.0,11,0
80,5,10.0,17.0,small,16,43.0,16,11,0
80,6,8.0,19.0,sedan,24,50.0,21.0,11,0
80,7,6.0,16.0,small,16,19.0,7.0,11,0
80,8,11.0,16.0,suv,54,58.0,33.0,11,0
80,9,7.0,17.0,truck,70,29.0,24.0,11,0
80,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
81,1,10.0,19.0,suv,54,25.0,14.0,11,0
81,2,6.0,19.0,sedan,24,39.0,17.0,11,0
81,3,8.0,15.0,sedan,24,59.0,24,NAN,0
81,4,8.0,22.0,suv,54,53.0,30.0,11,0
81,5,10.0,17.0,small,16,43.0,16,11,0
81,6,8.0,19.0,sedan,24,50.0,21.0,11,0
81,7,6.0,16.0,small,16,19.0,7.0,11,0
81,8,11.0,16.0,suv,54,58.0,33.0,11,0
81,9,7.0,17.0,truck,70,29.0,24.0,11,0
81,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
82,1,10.0,19.0,suv,54,25.0,14.0,11,0
82,2,6.0,19.0,sedan,24,39.0,17.0,11,0
82,3,8.0,15.0,sedan,24,59.0,24,NAN,0
82,4,8.0,22.0,suv,54,53.0,30.0,11,0
82,5,10.0,17.0,small,16,43.0,16,11,0
82,6,8.0,19.0,sedan,24,50.0,21.0,11,0
82,7,6.0,16.0,small,16,19.0,7.0,11,0
82,8,11.0,16.0,suv,54,58.0,33.0,11,0
82,9,7.0,17.0,truck,70,29.0,24.0,11,0
82,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
83,1,10.0,19.0,suv,54,25.0,14.0,11,0
83,2,6.0,19.0,sedan,24,39.0,17.0,11,0
83,3,8.0,15.0,sedan,24,59.0,24,NAN,0
83,4,8.0,22.0,suv,54,53.0,30.0,11,0
83,5,10.0,17.0,small,16,43.0,16,11,0
83,6,8.0,19.0,sedan,24,50.0,21.0,11,0
83,7,6.0,16.0,small,16,19.0,7.0,11,0
83,8,11.0,16.0,suv,54,58.0,33.0,11,0
83,9,7.0,17.0,truck,70,29.0,24.0,11,0
83,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
84,1,10.0,19.0,suv,54,25.0,14.0,11,0
84,2,6.0,19.0,sedan,24,39.0,17.0,11,0
84,3,8.0,15.0,sedan,24,59.0,24,NAN,0
84,4,8.0,22.0,suv,54,53.0,30.0,11,0
84,5,10.0,17.0,small,16,43.0,16,11,0
84,6,8.0,19.0,sedan,24,50.0,21.0,11,0
84,7,6.0,16.0,small,16,19.0,7.0,11,0
84,8,11.0,16.0,suv,54,58.0,33.0,11,0
84,9,7.0,17.0,truck,70,29.0,24.0,11,0
84,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
85,1,10.0,19.0,suv,54,25.0,14.0,11,0
85,2,6.0,19.0,sedan,24,39.0,17.0,11,0
85,3,8.0,15.0,sedan,24,59.0,24,NAN,0
85,4,8.0,22.0,suv,54,53.0,30.0,11,0
85,5,10.0,17.0,small,16,43.0,16,11,0
85,6,8.0,19.0,sedan,24,50.0,21.0,11,0
85,7,6.0,16.0,small,16,19.0,7.0,11,0
85,8,11.0,16.0,suv,54,58.0,33.0,11,0
85,9,7.0,17.0,truck,70,29.0,24.0,11,0
85,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
86,1,10.0,19.0,suv,54,25.0,14.0,11,0
86,2,6.0,19.0,sedan,24,39.0,17.0,11,0
86,3,8.0,15.0,sedan,24,59.0,24,NAN,0
86,4,8.0,22.0,suv,54,53.0,30.0,11,0
86,5,10.0,17.0,small,16,43.0,16,11,0
86,6,8.0,19.0,sedan,24,50.0,21.0,11,0
86,7,6.0,16.0,small,16,19.0,7.0,11,0
86,8,11.0,16.0,suv,54,58.0,33.0,11,0
86,9,7.0,17.0,truck,70,29.0,24.0,11,0
86,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
87,1,10.0,19.0,suv,54,25.0,14.0,11,0
87,2,6.0,19.0,sedan,24,39.0,17.0,11,0
87,3,8.0,15.0,sedan,24,59.0,24,NAN,0
87,4,8.0,22.0,suv,54,53.0,30.0,11,0
87,5,10.0,17.0,small,16,43.0,16,11,0
87,6,8.0,19.0,sedan,24,50.0,21.0,11,0
87,7,6.0,16.0,small,16,19.0,7.0,11,0
87,8,11.0,16.0,suv,54,58.0,33.0,11,0
87,9,7.0,17.0,truck,70,29.0,24.0,11,0
87,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
88,1,10.0,19.0,suv,54,25.0,14.0,11,0
88,2,6.0,19.0,sedan,24,39.0,17.0,11,0
88,3,8.0,15.0,sedan,24,59.0,24,NAN,0
88,4,8.0,22.0,suv,54,53.0,30.0,11,0
88,5,10.0,17.0,small,16,43.0,16,11,0
88,6,8.0,19.0,sedan,24,50.0,21.0,11,0
88,7,6.0,16.0,small,16,19.0,7.0,11,0
88,8,11.0,16.0,suv,54,58.0,33.0,11,0
88,9,7.0,17.0,truck,70,29.0,24.0,11,0
88,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
89,1,10.0,19.0,suv,54,25.0,14.0,11,0
89,2,6.0,19.0,sedan,24,39.0,17.0,11,0
89,3,8.0,15.0,sedan,24,59.0,24,NAN,0
89,4,8.0,22.0,suv,54,53.0,30.0,11,0
89,5,10.0,17.0,small,16,43.0,16,11,0
89,6,8.0,19.0,sedan,24,50.0,21.0,11,0
89,7,6.0,16.0,small,16,19.0,7.0,11,0
89,8,11.0,16.0,suv,54,58.0,33.0,11,0
89,9,7.0,17.0,truck,70,29.0,24.0,11,0
89,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
90,1,10.0,19.0,suv,54,25.0,14.0,11,0
90,2,6.0,19.0,sedan,24,39.0,17.0,11,0
90,3,8.0,15.0,sedan,24,59.0,24,NAN,0
90,4,8.0,22.0,suv,54,53.0,30.0,11,0
90,5,10.0,17.0,small,16,43.0,16,11,0
90,6,8.0,19.0,sedan,24,50.0,21.0,11,0
90,7,6.0,16.0,small,16,19.0,7.0,11,0
90,8,11.0,16.0,suv,54,58.0,33.0,11,0
90,9,7.0,17.0,truck,70,29.0,24.0,11,0
90,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
91,1,10.0,19.0,suv,54,25.0,14.0,11,0
91,2,6.0,19.0,sedan,24,39.0,17.0,11,0
91,3,8.0,15.0,sedan,24,59.0,24,NAN,0
91,4,8.0,22.0,suv,54,53.0,30.0,11,0
91,5,10.0,17.0,small,16,43.0,16,11,0
91,6,8.0,19.0,sedan,24,50.0,21.0,11,0
91,7,6.0,16.0,small,16,19.0,7.0,11,0
91,8,11.0,16.0,suv,54,58.0,33.0,11,0
91,9,7.0,17.0,truck,70,29.0,24.0,11,0
91,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
92,1,10.0,19.0,suv,54,25.0,14.0,11,0
92,2,6.0,19.0,sedan,24,39.0,17.0,11,0
92,3,8.0,15.0,sedan,24,59.0,24,NAN,0
92,4,8.0,22.0,suv,54,53.0,30.0,11,0
92,5,10.0,17.0,small,16,43.0,16,11,0
92,6,8.0,19.0,sedan,24,50.0,21.0,11,0
92,7,6.0,16.0,small,16,19.0,7.0,11,0
92,8,11.0,16.0,suv,54,58.0,33.0,11,0
92,9,7.0,17.0,truck,70,29.0,24.0,11,0
92,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
93,1,10.0,19.0,suv,54,25.0,14.0,11,0
93,2,6.0,19.0,sedan,24,39.0,17.0,11,0
93,3,8.0,15.0,sedan,24,59.0,24,NAN,0
93,4,8.0,22.0,suv,54,53.0,30.0,11,0
93,5,10.0,17.0,small,16,43.0,16,11,0
93,6,8.0,19.0,sedan,24,50.0,21.0,11,0
93,7,6.0,16.0,small,16,19.0,7.0,11,0
93,8,11.0,16.0,suv,54,58.0,33.0,11,0
93,9,7.0,17.0,truck,70,29.0,24.0,11,0
93,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
94,1,10.0,19.0,suv,54,25.0,14.0,11,0
94,2,6.0,19.0,sedan,24,39.0,17.0,11,0
94,3,8.0,15.0,sedan,24,59.0,24,NAN,0
94,4,8.0,22.0,suv,54,53.0,30.0,11,0
94,5,10.0,17.0,small,16,43.0,16,11,0
94,6,8.0,19.0,sedan,24,50.0,21.0,11,0
94,7,6.0,16.0,small,16,19.0,7.0,11,0
94,8,11.0,16.0,suv,54,58.0,33.0,11,0
94,9,7.0,17.0,truck,70,29.0,24.0,11,0
94,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
95,1,10.0,19.0,suv,54,25.0,14.0,11,0
95,2,6.0,19.0,sedan,24,39.0,17.0,11,0
95,3,8.0,15.0,sedan,24,59.0,24,NAN,0
95,4,8.0,22.0,suv,54,53.0,30.0,11,0
95,5,10.0,17.0,small,16,43.0,16,11,0
95,6,8.0,19.0,sedan,24,50.0,21.0,11,0
95,7,6.0,16.0,small,16,19.0,7.0,11,0
95,8,11.0,16.0,suv,54,58.0,33.0,11,0
95,9,7.0,17.0,truck,70,29.0,24.0,11,0
95,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
96,1,10.0,19.0,suv,54,25.0,14.0,11,0
96,2,6.0,19.0,sedan,24,39.0,17.0,11,0
96,3,8.0,15.0,sedan,24,59.0,24,NAN,0
96,4,8.0,22.0,suv,54,53.0,30.0,11,0
96,5,10.0,17.0,small,16,43.0,16,11,0
96,6,8.0,19.0,sedan,24,50.0,21.0,11,0
96,7,6.0,16.0,small,16,19.0,7.0,11,0
96,8,11.0,16.0,suv,54,58.0,33.0,11,0
96,9,7.0,17.0,truck,70,29.0,24.0,11,0
96,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
97,1,10.0,19.0,suv,54,25.0,14.0,11,0
97,2,6.0,19.0,sedan,24,39.0,17.0,11,0
